ID	Arc_ID	BeginNode	EndNode	LeftPolygon	RightPolygon	MiddlePtsNum	MiddlePtsCooridinate	LX	LY	RX	RY
0	778073	-7030240	15014760	807638540	974269194	21	 (38430335.292849,3741513.94456,-240),(38430352.4631981,3741383.19852,-240),(38430374.0602241,3741252.45248,-240),(38430400.2485318,3741121.70644,-240),(38430409.846,3741080.44575885,-240),(38430469.4129601,3740990.9604,-240),(38430563.868,3740870.78094036,-240),(38430571.0864464,3740860.21436,-240),(38430683.5618291,3740729.46832,-240),(38430717.89,3740694.27973558,-240),(38430770.2845873,3740598.72228,-240),(38430847.2649892,3740467.97624,-240),(38430871.912,3740427.81753969,-240),(38430958.140995,3740337.2302,-240),(38431025.934,3740322.81131898,-240),(38431150.1056667,3740206.48416,-240),(38431179.956,3740167.83804941,-240),(38431333.978,3740116.61634497,-240),(38431405.7648569,3740075.73812,-240),(38431455.07744,3739944.99208,-240),(38431423.9910475,3739814.24604,-240)	38430261.8736488	3739756.84372718	38431488	3741644.6906
0	778074	15014760	1000654	-1374629808	-1158377844	0		38431488	3739756.84372718	38431577.136186	3739759.16583569
0	778075	1000654	-16015240	-1575487049	417370496	1	 (38431642.022,3739760.85619184,-240)	38431577.136186	3739683.5	38431741.6742824	3739760.85619184
0	778076	-16015240	30010760	674458700	6467584	22	 (38431796.044,3739655.29044961,-240),(38431950.066,3739621.14323633,-240),(38432085.1615106,3739552.75396,-240),(38432104.088,3739535.62078798,-240),(38432227.4516337,3739422.00792,-240),(38432258.11,3739408.31278399,-240),(38432412.132,3739403.25122039,-240),(38432510.1694526,3739291.26188,-240),(38432566.154,3739258.65729461,-240),(38432681.0268824,3739291.26188,-240),(38432720.176,3739311.41802047,-240),(38432799.3501022,3739291.26188,-240),(38432874.198,3739275.8882294,-240),(38432944.6826494,3739291.26188,-240),(38433028.22,3739323.19418741,-240),(38433182.242,3739365.4465991,-240),(38433270.5626172,3739422.00792,-240),(38433336.264,3739442.28773415,-240),(38433365.6360011,3739422.00792,-240),(38433490.286,3739339.98339441,-240),(38433644.308,3739340.07793873,-240),(38433709.0810414,3739291.26188,-240)	38431741.6742824	3739225.15130791	38433798.33	3739683.5
0	778077	-9030300	15018700	-1852831616	807638540	15	 (38430717.89,3741554.63113513,-300),(38430721.3234859,3741513.94456,-300),(38430745.8787853,3741383.19852,-300),(38430786.1780192,3741252.45248,-300),(38430847.1222408,3741121.70644,-300),(38430871.912,3741081.6283009,-300),(38430911.0108434,3740990.9604,-300),(38430989.596047,3740860.21436,-300),(38431025.934,3740805.54311481,-300),(38431101.1915923,3740729.46832,-300),(38431179.956,3740650.26592543,-300),(38431203.1205532,3740598.72228,-300),(38431258.7264057,3740467.97624,-300),(38431333.978,3740400.33155713,-300),(38431389.5621455,3740337.2302,-300)	38430711.0212533	3740269.99394391	38431488	3741644.6906
0	778078	15018700	1000655	-145675704	-1374629808	4	 (38431579.4615341,3740206.48416,-300),(38431642.022,3740158.08448753,-300),(38431796.044,3740098.61645388,-300),(38431950.066,3740094.43909583,-300)	38431488	3740087.7590019	38431964.2268899	3740269.99394391
0	778079	1000655	30016700	-687627600	-1575487049	14	 (38431989.7095233,3740075.73812,-300),(38432088.5834986,3739944.99208,-300),(38432104.088,3739939.1361835,-300),(38432258.11,3739831.94309322,-300),(38432412.132,3739897.01489525,-300),(38432566.154,3739905.88855982,-300),(38432720.176,3739932.18065367,-300),(38432874.198,3739887.89470672,-300),(38433028.22,3739873.86524998,-300),(38433182.242,3739852.36808806,-300),(38433336.264,3739841.25173104,-300),(38433490.286,3739882.94715775,-300),(38433644.308,3739944.28371828,-300),(38433646.4186204,3739944.99208,-300)	38431964.2268899	3739831.94309322	38433798.33	3740087.7590019
0	778080	-12030360	15023640	-1528409984	-1852831616	7	 (38431116.7127095,3741513.94456,-360),(38431084.8144506,3741383.19852,-360),(38431108.7958314,3741252.45248,-360),(38431179.956,3741129.25266497,-360),(38431183.5241541,3741121.70644,-360),(38431290.1552547,3740990.9604,-360),(38431333.978,3740943.37113319,-360)	38431084.8144506	3740882.0636604	38431488	3741644.6906
0	778081	15023640	1000656	-873003056	-145675704	13	 (38431535.0470897,3740860.21436,-360),(38431642.022,3740769.93983689,-360),(38431684.448682,3740729.46832,-360),(38431681.9991834,3740598.72228,-360),(38431667.8685245,3740467.97624,-360),(38431796.044,3740373.87065128,-360),(38431950.066,3740457.37921874,-360),(38431983.5774288,3740467.97624,-360),(38432104.088,3740488.52303691,-360),(38432145.5137301,3740467.97624,-360),(38432258.11,3740439.64315325,-360),(38432336.3877996,3740467.97624,-360),(38432412.132,3740503.56013488,-360)	38431488	3740373.87065128	38432461.4149857	3740882.0636604
0	778082	1000656	30022640	-1700901870	-687627600	12	 (38432566.154,3740523.09735549,-360),(38432720.176,3740549.07547808,-360),(38432795.8485969,3740598.72228,-360),(38432874.198,3740653.66185923,-360),(38433028.22,3740661.38429895,-360),(38433182.242,3740632.13831505,-360),(38433335.8889829,3740598.72228,-360),(38433336.264,3740598.56527535,-360),(38433490.286,3740582.84403888,-360),(38433542.7895075,3740598.72228,-360),(38433644.308,3740633.9654949,-360),(38433761.7763648,3740729.46832,-360)	38432461.4149857	3740509.81153121	38433798.33	3740746.75066157
0	778083	-14027420	15025580	-2087029873	-1528409984	0		38431356.5539864	3741149.50880137	38431488	3741252.45248
0	778084	15025580	15028580	1487113056	-873003056	5	 (38431642.022,3741143.26243467,-420),(38431762.2418287,3741252.45248,-420),(38431778.020655,3741383.19852,-420),(38431679.391262,3741513.94456,-420),(38431642.022,3741531.08772196,-420)	38431488	3741143.26243467	38431778.020655	3741583.43300918
0	778085	15028580	-14027420	-2087029873	-1528409984	2	 (38431435.7035649,3741513.94456,-420),(38431345.4349741,3741383.19852,-420)	38431345.4349741	3741252.45248	38431488	3741583.43300918
0	778086	-27024420	-27024420	NULL	778086	3	 (38433490.286,3740859.5973066,-420),(38433491.1986995,3740860.21436,-420),(38433490.286,3740862.36602874,-420)	38433472.0531267	3740859.5973066	38433491.1986995	3740862.36602874
0	778087	-14028480	15026520	-1663388392	-2087029873	0		38431485.9633607	3741369.94424324	38431488	3741383.19852
0	778088	15026520	15027520	2136380992	1487113056	1	 (38431491.3891324,3741383.19852,-480)	38431488	3741369.94424324	38431491.3891324	3741385.5561269
0	778089	15027520	-14028480	-1663388392	-2087029873	0		38431485.9633607	3741383.19852	38431488	3741385.5561269
0	-778967	1000646	1000647	-683166720	-873003056	0		38431488	3741644.6906	38433798.33	3741644.6906
0	-779229	1000647	30022640	-683166720	-1700901870	0		38433798.33	3740746.75066157	38433798.33	3741644.6906
0	-779230	30022640	30016700	-683166720	-687627600	0		38433798.33	3739997.78791319	38433798.33	3740746.75066157
0	-779231	30016700	1000648	-683166720	-1575487049	0		38433798.33	3739683.5	38433798.33	3739997.78791319
0	-779493	1000648	30010760	-683166720	674458700	0		38433798.33	3739225.15130791	38433798.33	3739683.5
0	-779494	30010760	30006820	-683166720	6467584	0		38433798.33	3738702.35243685	38433798.33	3739225.15130791
0	-779495	30006820	1000649	-683166720	949523392	0		38433798.33	3737722.3094	38433798.33	3738702.35243685
0	-779757	1000649	-26000120	-683166720	74557696	0		38433254.8715505	3737722.3094	38433798.33	3737722.3094
0	-779758	-26000120	-17000060	-683166720	1762647496	0		38431872.1061914	3737722.3094	38433254.8715505	3737722.3094
0	-779759	-17000060	1000650	-683166720	1125611908	0		38431488	3737722.3094	38431872.1061914	3737722.3094
0	-780021	1000650	-4000060	-683166720	-2070466094	0		38429893.7934093	3737722.3094	38431488	3737722.3094
0	-780022	-4000060	1000651	-683166720	-994963050	0		38429177.67	3737722.3094	38429893.7934093	3737722.3094
0	-780284	1000651	1000652	-683166720	1318314624	0		38429177.67	3737722.3094	38429177.67	3739683.5
0	-780546	1000652	14880	-683166720	1650532980	0		38429177.67	3739683.5	38429177.67	3739796.96439864
0	-780547	14880	1000653	-683166720	-1319970560	0		38429177.67	3739796.96439864	38429177.67	3741644.6906
0	-780809	1000653	-1030180	-683166720	1430197824	0		38429177.67	3741644.6906	38429388.1101036	3741644.6906
0	-780810	-1030180	-7030240	-683166720	974269194	0		38429388.1101036	3741644.6906	38430261.8736488	3741644.6906
0	-780811	-7030240	-9030300	-683166720	807638540	0		38430261.8736488	3741644.6906	38430711.0212533	3741644.6906
0	-780812	-9030300	-12030360	-683166720	-1852831616	0		38430711.0212533	3741644.6906	38431164.0386603	3741644.6906
0	-780813	-12030360	1000646	-683166720	-1528409984	0		38431164.0386603	3741644.6906	38431488	3741644.6906
0	-781075	1000645	15014760	974269194	-1158377844	0		38431488	3739683.5	38431488	3739756.84372718
0	-781076	15014760	15018700	807638540	-1374629808	0		38431488	3739756.84372718	38431488	3740269.99394391
0	-781077	15018700	15023640	-1852831616	-145675704	0		38431488	3740269.99394391	38431488	3740882.0636604
0	-781078	15023640	15025580	-1528409984	-873003056	0		38431488	3740882.0636604	38431488	3741149.50880137
0	-781079	15025580	15026520	-2087029873	1487113056	0		38431488	3741149.50880137	38431488	3741369.94424324
0	-781080	15026520	15027520	-1663388392	2136380992	0		38431488	3741369.94424324	38431488	3741385.5561269
0	-781081	15027520	15028580	-2087029873	1487113056	0		38431488	3741385.5561269	38431488	3741583.43300918
0	-781082	15028580	1000646	-1528409984	-873003056	0		38431488	3741583.43300918	38431488	3741644.6906
0	-781354	1000645	1000654	-1158377844	417370496	0		38431488	3739683.5	38431577.136186	3739759.16583569
0	-781355	1000654	1000655	-1374629808	-1575487049	0		38431577.136186	3739759.16583569	38431964.2268899	3740087.7590019
0	-781356	1000655	1000656	-145675704	-687627600	0		38431964.2268899	3740087.7590019	38432461.4149857	3740509.81153121
0	-781357	1000656	1000647	-873003056	-1700901870	0		38432461.4149857	3740509.81153121	38433798.33	3741644.6906
0	-781632	1000645	-16015240	417370496	6467584	0		38431488	3739683.5	38431741.6742824	3739683.5
0	-781633	-16015240	1000648	-1575487049	674458700	0		38431741.6742824	3739683.5	38433798.33	3739683.5
0	-781911	1000645	1000657	6467584	-1729538593	0		38431488	3739173.12766232	38432089.230968	3739683.5
0	-781912	1000657	1000649	949523392	74557696	0		38432089.230968	3737722.3094	38433798.33	3739173.12766232
0	-782191	1000645	15011820	-1729538593	-333076582	0		38431488	3739411.96461044	38431488	3739683.5
0	-782192	15011820	15009880	74557696	-15507392	0		38431488	3739030.09812105	38431488	3739411.96461044
0	-782193	15009880	15005940	1762647496	-994963050	0		38431488	3738544.35155832	38431488	3739030.09812105
0	-782194	15005940	1000650	1125611908	-2070466094	0		38431488	3737722.3094	38431488	3738544.35155832
0	-782473	1000645	1000659	-333076582	34491668	0		38431311.4267615	3739533.61068739	38431488	3739683.5
0	-782474	1000659	1000658	-15507392	395969056	0		38431053.6097304	3739314.7552261	38431311.4267615	3739533.61068739
0	-782475	1000658	1000651	-994963050	1318314624	0		38429177.67	3737722.3094	38431053.6097304	3739314.7552261
0	-782756	1000645	-13015180	34491668	-1474963920	0		38431226.7382012	3739683.5	38431488	3739683.5
0	-782757	-13015180	-3015120	395969056	-1319970560	0		38429728.7244396	3739683.5	38431226.7382012	3739683.5
0	-782758	-3015120	1000652	1318314624	1650532980	0		38429177.67	3739683.5	38429728.7244396	3739683.5
0	-783039	1000645	1000660	-1474963920	974269194	0		38430471.450128	3739683.5	38431488	3740546.42782993
0	-783040	1000660	1000653	-1319970560	1430197824	0		38429177.67	3740546.42782993	38430471.450128	3741644.6906
